iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit_of_measurement,value,source
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,"Rate per 100,000 population",18.0636875166416,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,"Rate per 100,000 population",23.0450285088181,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,"Rate per 100,000 population",17.1577915376296,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,"Rate per 100,000 population",2.95934024672632,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2015,"Rate per 100,000 population",9.43133090184837,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,"Rate per 100,000 population",8.6062825162671,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2015,"Rate per 100,000 population",21.3674503331445,CTS
VAT,Holy See,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,"Rate per 100,000 population",0.0,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",13.7342420708476,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",16.5803786877933,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",52.1764966010797,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",38.1129954346664,CTS/MoI
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",9.56429216297601,CTS
CYP,Cyprus,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",12.3675090179753,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",20.6609451546855,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",0.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",23.026667945712,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",18.1256927206571,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",25.1861168109543,CTS
GNB,Guinea-Bissau,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",0.491294936086623,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",11.0714078895985,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",31.4576642465209,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",1.73301647268221,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",18.8211708197265,CTS
LUX,Luxembourg,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",25.3639208508567,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",2.34710283320824,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",54.2320295312319,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",12.2616232366284,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",25.1502406493568,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",13.1780412579644,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",38.144922422108,CTS
PHL,Philippines,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",1.91032582073111,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",21.1378442607708,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",6.83620644038908,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",57.6812752937798,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",23.0561445888295,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",17.2094237625291,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",7.17968072735987,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",2.41855515515031,CTS
THA,Thailand,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",55.839808786476,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,"Rate per 100,000 population",43.0631973363425,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",54.8608337639104,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",23.011569045109,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",55.875956179808,CTS
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",55.0500562297003,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",10.6226581060818,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",49.9814980628532,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",21.7809090047979,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",3.53773555106675,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",0.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",20.5190701735451,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",44.4048216804834,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",18.4714866108107,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",6.57460790214418,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",27.2468579746369,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",12.9939881148322,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",38.3875410958147,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",20.713096856725,CTS
ISL,Iceland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",3.49312945101104,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",32.9307754266172,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",23.8927301243677,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",26.9742416583187,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",54.2877669245207,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",10.6466342935919,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",20.9643338294231,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",27.3561265434572,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",24.6729026218587,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",13.3793144617408,CTS
PHL,Philippines,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",0.431003811530413,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",18.6819198896044,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",5.85594234542883,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",57.6570528779415,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",23.9767928395909,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",17.587429623836,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",10.5216712486848,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",2.29671088630521,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2017,"Rate per 100,000 population",64.7492423266267,CTS/NSO
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",58.9448457984176,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",9.92948553676041,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",25.1237021867155,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",50.1006769617416,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",7.85355772069678,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",20.7770894453701,CTS/MoI
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",42.29919631527,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",14.1462282054241,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",8.19349472143008,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",10.544430183631,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",47.9537839849287,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",3.41495866205734,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",7.33412052893677,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",18.879735405955,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",17.8886158861498,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",6.37741205681636,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",25.8600360726536,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",20.0870311683767,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",43.9554938578421,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",13.4764120036122,CTS
ISL,Iceland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",4.81785667726595,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",35.127536024077,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",21.6594028570429,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",28.1180418222151,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",70.7376755539094,CTS
MAR,Morocco,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",54.3335111619051,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",19.4370362102789,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",21.1954832107394,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",28.6859660618193,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",18.0254792585195,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",1.42058638017543,CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",13.7029537130786,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",12.801801288746,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",35.2628593322751,CTS
PHL,Philippines,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",49.6815033686501,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",15.9994529969096,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",4.7760287443453,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",58.1724478311059,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",25.8403859020894,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",18.2612095166989,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",6.08848452546424,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",2.21121430602587,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",66.6165430536996,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2018,"Rate per 100,000 population",38.7695809420917,CTS/NSO
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",54.7658508576835,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",10.3750065691513,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",5.47264498404724,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",50.5218597543637,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",6.72538576065458,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",20.4754184825641,CTS/MoI
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",43.6769775531533,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",10.1101964286931,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",10.6682787621241,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",10.78399780636,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",48.4484010204532,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",51.8894922325556,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",3.44905224753475,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",23.5708340392307,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",23.1043689149947,NGO/CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",17.4469890125078,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",20.9266898119457,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",33.9783957299177,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",22.4173682871837,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",4.54284946286067,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",41.3849504389169,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",34.5447164761251,CTS
IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",0.0148462558856126,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",35.4531045797069,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",25.7597516759938,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",32.6496411412643,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",74.0714245261366,CTS
MAR,Morocco,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",58.3387907143314,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",9.8757199877953,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",22.8167586115903,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",26.9754841895052,CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",9.60877480101122,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",11.7619988516624,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",50.167487418759,CTS
PHL,Philippines,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",47.4375255085675,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",17.8764567644503,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",4.75859806368132,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",56.3640696881066,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",15.0265556201528,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",25.8105173551684,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",19.2821906403219,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",7.24763066074153,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",2.30564371967458,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",75.1766050976648,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2019,"Rate per 100,000 population",36.8868159123323,CTS/NSO
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",45.6483713959853,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",12.8385655817197,CTS
ARM,Armenia,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",2.87108565953248,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",2.17755808636195,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",53.2817114576796,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",6.21334599441496,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",15.096792187538,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",10.1470007594171,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",6.3898217239739,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",7.78882763851021,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",40.7834048092617,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",36.257161576988,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",3.11854630637994,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",23.678096281059,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",27.6246105211522,NGO/CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",16.3990851495913,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",34.5950629084897,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",23.1225792198508,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,"Rate per 100,000 population",4.85357502730136,CTS
